FlowCode,FlowDesc,PartnerISO,PartnerDesc,MotDesc,Toneladas,Cifvalue,Fobvalue,datetime
X,Export,SVN,Eslovenia,Road,304.537,0.0,212396.906,2011-01-01
X,Export,ZAF,Sudáfrica,Sea,59.091,0.0,47231.341,2011-01-01
X,Export,SWE,Suecia,Road,11059.484,0.0,8716234.701,2011-01-01
X,Export,SWE,Suecia,Railway,27.289,0.0,10711.206,2011-01-01
X,Export,CHE,Suiza,Road,3966.11,0.0,3090203.03,2011-01-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,315.538,0.0,250490.554,2011-01-01
X,Export,UKR,Ucrania,Road,75.687,0.0,66096.182,2011-01-01
X,Export,GBR,Reino Unido,Road,16252.22,0.0,13118668.607,2011-01-01
X,Export,GBR,Reino Unido,Sea,46.822,0.0,29685.132,2011-01-01
X,Export,DZA,Argelia,Sea,48.72,0.0,43252.316,2011-02-01
X,Export,AND,Andorra,Road,120.654,0.0,86679.544,2011-02-01
X,Export,AGO,Angola,Sea,9.139,0.0,8450.383,2011-02-01
X,Export,AZE,Azerbaiyán,Sea,90.583,0.0,81273.789,2011-02-01
X,Export,AUT,Austria,Road,4068.806,0.0,3361544.252,2011-02-01
X,Export,BHR,Bahrein,Sea,45.93,0.0,33976.619,2011-02-01
X,Export,BEL,Bélgica,Road,8981.485,0.0,9502589.208,2011-02-01
X,Export,BRA,Brasil,Sea,1004.42,0.0,938878.786,2011-02-01
X,Export,BLR,Bielorusia,Road,137.592,0.0,85363.521,2011-02-01
X,Export,CAN,Canadá,Sea,41.932,0.0,34430.421,2011-02-01
X,Export,CPV,Cabo Verde,Sea,4.409,0.0,8424.982,2011-02-01
X,Export,LKA,Sri Lanka,Sea,20.489,0.0,11942.329,2011-02-01
X,Export,CRI,Costa Rica,Sea,103.84,0.0,109209.703,2011-02-01
X,Export,HRV,Croacia,Road,1144.77,0.0,777658.013,2011-02-01
X,Export,CZE,República Checa,Road,5072.899,0.0,3838922.094,2011-02-01
X,Export,DNK,Dinamarca,Road,3362.094,0.0,2272598.792,2011-02-01
X,Export,EST,Estonia,Road,338.581,0.0,240815.749,2011-02-01
X,Export,FIN,Finlandia,Road,1284.73,0.0,970320.718,2011-02-01
X,Export,GMB,Gambia,Air,0.021,0.0,32.58,2011-02-01
X,Export,GIB,Gibraltar,Road,8.058399999999999,0.0,8336.946,2011-02-01
X,Export,HND,Honduras,Sea,8.393,0.0,8149.381,2011-02-01
X,Export,HUN,Hungría,Road,536.355,0.0,420339.135,2011-02-01
X,Export,ISL,Islandia,Road,126.27,0.0,113520.234,2011-02-01
X,Export,ITA,Italia,Road,4468.758,0.0,3079465.978,2011-02-01
X,Export,KAZ,Kazajstán,Road,95.065,0.0,68411.859,2011-02-01
X,Export,LVA,Letonia,Road,175.284,0.0,147836.072,2011-02-01
X,Export,LBR,Liberia,Sea,12.951,0.0,14672.102,2011-02-01
X,Export,LTU,Lituania,Road,760.114,0.0,557307.451,2011-02-01
X,Export,LUX,Luxemburgo,Road,78.1592,0.0,73223.091,2011-02-01
X,Export,MYS,Malasia,Sea,18.36,0.0,16642.499,2011-02-01
X,Export,MLT,Malta,Road,29.099,0.0,21843.86,2011-02-01
X,Export,MRT,Mauritania,Sea,0.1,0.0,102.6,2011-02-01
X,Export,MDA,Moldavia,Road,20.36,0.0,13472.655,2011-02-01
X,Export,MNE,Montenegro,Road,33.14,0.0,20354.754,2011-02-01
X,Export,OMN,Omán,Sea,25.11,0.0,30118.798,2011-02-01
X,Export,NLD,Países Bajos,Road,21850.62,0.0,18489175.581,2011-02-01
X,Export,NOR,Noruega,Road,4225.7,0.0,3801756.14,2011-02-01
X,Export,PAN,Panamá,Sea,14.268,0.0,14437.544,2011-02-01
X,Export,POL,Polonia,Road,11678.341,0.0,8841232.577,2011-02-01
X,Export,QAT,Qatar,Sea,25.11,0.0,26999.988,2011-02-01
X,Export,ROU,Rumanía,Road,536.468,0.0,314874.964,2011-02-01
X,Export,SAU,Arabia Saudí,Sea,264.718,0.0,250096.728,2011-02-01
X,Export,SGP,Singapur,Sea,66.156,0.0,83439.108,2011-02-01
X,Export,SVK,Eslovaquia,Road,865.172,0.0,773479.89,2011-02-01
X,Export,SVN,Eslovenia,Road,897.242,0.0,631601.483,2011-02-01
X,Export,ZAF,Sudáfrica,Sea,20.164,0.0,16675.802,2011-02-01
X,Export,CHE,Suiza,Road,2807.14,0.0,2265460.802,2011-02-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,893.797,0.0,750532.563,2011-02-01
X,Export,UKR,Ucrania,Road,45.575,0.0,37888.245,2011-02-01
X,Export,URY,Uruguay,Sea,45.211,0.0,40213.23,2011-02-01
X,Export,BIH,Bosnia-Herzegovina,Road,206.743,0.0,94258.711,2011-02-01
X,Export,BGR,Bulgaria,Road,5.1224,0.0,2583.087,2011-02-01
X,Export,CPV,Cabo Verde,Air,0.832,0.0,1249.156,2011-02-01
X,Export,GNQ,Guinea Ecuatorial,Sea,3.923,0.0,3915.093,2011-02-01
X,Export,FRA,Francia,Sea,46.251,0.0,34653.446,2011-02-01
X,Export,FRA,Francia,Road,46488.83,0.0,38747776.076,2011-02-01
X,Export,FRA,Francia,Sea,134.67,0.0,79038.22,2011-02-01
X,Export,DEU,Alemania,Air,0.004,0.0,5.46,2011-02-01
X,Export,DEU,Alemania,Road,57982.15,0.0,47667787.296,2011-02-01
X,Export,DEU,Alemania,Sea,1.771,0.0,966.895,2011-02-01
X,Export,IRL,Irlanda,Road,421.362,0.0,319839.679,2011-02-01
X,Export,IRL,Irlanda,Sea,4.12,0.0,1858.803,2011-02-01
X,Export,PRT,Portugal,Road,927.9575,0.0,711668.851,2011-02-01
X,Export,RUS,Rusia,Road,1992.97,0.0,1900630.088,2011-02-01
X,Export,RUS,Rusia,Sea,275.777,0.0,224726.854,2011-02-01
X,Export,SRB,Serbia,Road,20.359,0.0,15437.51,2011-02-01
X,Export,SWE,Suecia,Road,6312.853,0.0,5043963.505,2011-02-01
X,Export,SWE,Suecia,Railway,24.555,0.0,11059.989,2011-02-01
X,Export,GBR,Reino Unido,Road,14841.23,0.0,14728304.175,2011-02-01
X,Export,GBR,Reino Unido,Railway,476.038,0.0,212145.342,2011-02-01
X,Export,GBR,Reino Unido,Sea,18.148,0.0,11641.778,2011-02-01
X,Export,DZA,Argelia,Sea,249.644,0.0,206445.815,2011-03-01
X,Export,AND,Andorra,Road,124.6165,0.0,100769.24,2011-03-01
X,Export,AGO,Angola,Sea,44.64,0.0,37494.922,2011-03-01
X,Export,AUT,Austria,Road,4032.776,0.0,3223070.012,2011-03-01
X,Export,BHR,Bahrein,Sea,240.814,0.0,213986.572,2011-03-01
X,Export,BEL,Bélgica,Road,9339.155,0.0,11313595.11,2011-03-01
X,Export,BRA,Brasil,Sea,1018.28,0.0,1058878.41,2011-03-01
X,Export,BLR,Bielorusia,Road,212.657,0.0,152203.988,2011-03-01
X,Export,CAN,Canadá,Sea,21.22,0.0,27923.525,2011-03-01
X,Export,CPV,Cabo Verde,Sea,5.976,0.0,13450.799,2011-03-01
X,Export,LKA,Sri Lanka,Sea,20.075,0.0,13036.989,2011-03-01
X,Export,COL,Colombia,Sea,19.711,0.0,23454.415,2011-03-01
X,Export,CRI,Costa Rica,Sea,103.207,0.0,120001.934,2011-03-01
X,Export,HRV,Croacia,Road,1176.4,0.0,901363.972,2011-03-01
X,Export,CZE,República Checa,Road,4315.507,0.0,3075836.412,2011-03-01
X,Export,DNK,Dinamarca,Road,2684.83,0.0,2077947.431,2011-03-01
X,Export,EST,Estonia,Road,451.15,0.0,338272.312,2011-03-01
X,Export,FIN,Finlandia,Road,595.283,0.0,476394.789,2011-03-01
X,Export,FRA,Francia,Road,46271.56,0.0,42626544.969,2011-03-01
X,Export,GMB,Gambia,Air,0.022,0.0,33.458,2011-03-01
X,Export,GIB,Gibraltar,Road,9.449,0.0,10152.579,2011-03-01
X,Export,GRC,Gibraltar,Road,43.04,0.0,35324.685,2011-03-01
X,Export,HND,Honduras,Sea,9.683,0.0,11211.519,2011-03-01
X,Export,HUN,Hungría,Road,1173.12,0.0,841993.485,2011-03-01
X,Export,ISL,Islandia,Road,52.7,0.0,51222.061,2011-03-01
X,Export,IRN,Irán,Sea,18.72,0.0,19788.986,2011-03-01
X,Export,ITA,Italia,Road,9029.854,0.0,7102361.026,2011-03-01
X,Export,KAZ,Kazajstán,Road,188.928,0.0,153178.122,2011-03-01
X,Export,KWT,Kuwait,Sea,43.08,0.0,52179.355,2011-03-01
X,Export,LVA,Letonia,Road,190.562,0.0,159534.34,2011-03-01
X,Export,LBR,Liberia,Sea,13.867,0.0,17082.686,2011-03-01
X,Export,LTU,Lituania,Road,380.301,0.0,253730.167,2011-03-01
X,Export,LUX,Luxemburgo,Road,117.579,0.0,114960.614,2011-03-01
X,Export,MYS,Malasia,Sea,24.3,0.0,28302.618,2011-03-01
X,Export,MLT,Malta,Road,85.033,0.0,68167.291,2011-03-01
X,Export,MNE,Montenegro,Road,59.104,0.0,40138.633,2011-03-01
X,Export,OMN,Omán,Sea,95.99,0.0,98390.796,2011-03-01
X,Export,NLD,Países Bajos,Road,21137.69,0.0,18415791.508,2011-03-01
X,Export,NOR,Noruega,Road,4019.6,0.0,3747379.277,2011-03-01
X,Export,POL,Polonia,Road,16135.184,0.0,12407247.695,2011-03-01
X,Export,QAT,Qatar,Sea,11.505,0.0,9481.131,2011-03-01
X,Export,ROU,Rumanía,Road,864.935,0.0,554350.601,2011-03-01
X,Export,SAU,Arabia Saudí,Sea,634.841,0.0,645096.052,2011-03-01
X,Export,SGP,Singapur,Sea,96.216,0.0,116608.044,2011-03-01
X,Export,SVK,Eslovaquia,Road,511.035,0.0,474568.606,2011-03-01
X,Export,SVN,Eslovenia,Road,477.334,0.0,384071.762,2011-03-01
X,Export,CHE,Suiza,Road,2925.38,0.0,2571306.936,2011-03-01
X,Export,UKR,Ucrania,Road,328.369,0.0,231801.658,2011-03-01
X,Export,URY,Uruguay,Sea,22.557,0.0,20622.207,2011-03-01
X,Export,BIH,Bosnia-Herzegovina,Road,163.323,0.0,92313.27,2011-03-01
X,Export,BGR,Bulgaria,Road,0.9855,0.0,386.288,2011-03-01
X,Export,CPV,Cabo Verde,Air,0.11,0.0,238.683,2011-03-01
X,Export,GNQ,Guinea Ecuatorial,Sea,5.7,0.0,5292.084,2011-03-01
X,Export,DEU,Alemania,"Postal consignments, mail or courier shipment",12.74,0.0,13376.044,2011-03-01
X,Export,DEU,Alemania,Road,46828.07,0.0,40844233.824,2011-03-01
X,Export,DEU,Alemania,Sea,0.6,0.0,621.556,2011-03-01
X,Export,HKG,Hong-Kong,Sea,18.0,0.0,18478.68,2011-03-01
X,Export,IRL,Irlanda,Road,626.4,0.0,504865.704,2011-03-01
X,Export,IRL,Irlanda,Railway,4.518,0.0,2005.595,2011-03-01
X,Export,PRT,Portugal,Road,3206.3697,0.0,1173308.784,2011-03-01
X,Export,RUS,Rusia,Road,1526.055,0.0,1580731.229,2011-03-01
X,Export,RUS,Rusia,Sea,65.777,0.0,58256.153,2011-03-01
X,Export,SRB,Serbia,Road,89.03,0.0,61385.111,2011-03-01
X,Export,SWE,Suecia,Road,4985.322,0.0,4228043.971,2011-03-01
X,Export,SWE,Suecia,Railway,24.692,0.0,10618.521,2011-03-01
X,Export,ARE,Emiratos Árabes Unidos,Road,25.11,0.0,23434.326,2011-03-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,808.698,0.0,759477.066,2011-03-01
X,Export,GBR,Reino Unido,Road,18369.66,0.0,16018896.013,2011-03-01
X,Export,GBR,Reino Unido,Railway,361.617,0.0,179696.484,2011-03-01
X,Export,AUT,Austria,Road,1627.196,0.0,1430001.593,2011-04-01
X,Export,BEL,Bélgica,Road,8031.858,0.0,10186765.548,2011-04-01
X,Export,BGR,Bulgaria,Road,81.0608,0.0,31256.488,2011-04-01
X,Export,CZE,República Checa,Road,2816.717,0.0,2000552.069,2011-04-01
X,Export,DNK,Dinamarca,Road,2153.25,0.0,1726754.322,2011-04-01
X,Export,EST,Estonia,Road,316.562,0.0,239814.277,2011-04-01
X,Export,FIN,Finlandia,Road,22.593,0.0,25172.406,2011-04-01
X,Export,FRA,Francia,Road,37239.41,0.0,34901217.418,2011-04-01
X,Export,DEU,Alemania,Sea,1.55825,0.0,1747.684,2011-04-01
X,Export,DEU,Alemania,Road,26557.42,0.0,21996792.877,2011-04-01
X,Export,GRC,Gibraltar,Road,218.218,0.0,176663.874,2011-04-01
X,Export,HUN,Hungría,Road,1075.311,0.0,779263.111,2011-04-01
X,Export,IRL,Irlanda,Road,423.785,0.0,342318.249,2011-04-01
X,Export,ITA,Italia,Road,21882.86,0.0,16699051.001,2011-04-01
X,Export,LVA,Letonia,Road,310.912,0.0,257143.854,2011-04-01
X,Export,LTU,Lituania,Road,543.475,0.0,507491.822,2011-04-01
X,Export,LUX,Luxemburgo,Road,86.558,0.0,90815.643,2011-04-01
X,Export,MLT,Malta,Road,154.584,0.0,133389.634,2011-04-01
X,Export,NLD,Países Bajos,Road,17923.32,0.0,16394403.871,2011-04-01
X,Export,POL,Polonia,Road,12881.321,0.0,10438481.507,2011-04-01
X,Export,PRT,Portugal,Road,3804.045,0.0,1576303.458,2011-04-01
X,Export,ROU,Rumanía,Road,897.314,0.0,667322.404,2011-04-01
X,Export,SVK,Eslovaquia,Road,699.322,0.0,618279.105,2011-04-01
X,Export,SVN,Eslovenia,Road,549.854,0.0,449603.766,2011-04-01
X,Export,SWE,Suecia,Road,3739.416,0.0,3030998.055,2011-04-01
X,Export,GBR,Reino Unido,Sea,56.923,0.0,43142.789,2011-04-01
X,Export,GBR,Reino Unido,Road,13352.75,0.0,11894325.817,2011-04-01
X,Export,DZA,Argelia,Air,0.020649999999999998,0.0,79.431,2011-04-01
X,Export,CAN,Canadá,Air,1.2,0.0,3304.33,2011-04-01
X,Export,ARE,Emiratos Árabes Unidos,Air,1.361,0.0,1996.462,2011-04-01
X,Export,DZA,Argelia,Sea,3911.79,0.0,2526054.278,2011-04-01
X,Export,AGO,Angola,Sea,10.8,0.0,9826.337,2011-04-01
X,Export,BHR,Bahrein,Sea,42.591,0.0,34417.597,2011-04-01
X,Export,BGD,Bangladesh,Sea,20.862,0.0,5038.568,2011-04-01
X,Export,BRA,Brasil,Sea,410.121,0.0,411804.474,2011-04-01
X,Export,CAN,Canadá,Sea,22.669,0.0,24886.454,2011-04-01
X,Export,LKA,Sri Lanka,Sea,20.266,0.0,13449.546,2011-04-01
X,Export,CRI,Costa Rica,Sea,52.639,0.0,47654.296,2011-04-01
X,Export,GNQ,Guinea Ecuatorial,Sea,15.25,0.0,16472.877,2011-04-01
X,Export,HKG,Hong-Kong,Sea,83.482,0.0,95388.442,2011-04-01
X,Export,IDN,Indonesia,Sea,1.08,0.0,1360.841,2011-04-01
X,Export,KWT,Kuwait,Sea,66.08,0.0,77711.059,2011-04-01
X,Export,LBR,Liberia,Sea,0.165,0.0,137.286,2011-04-01
X,Export,MYS,Malasia,Sea,69.768,0.0,62296.491,2011-04-01
X,Export,QAT,Qatar,Sea,60.608,0.0,65193.239,2011-04-01
X,Export,SAU,Arabia Saudí,Sea,2495.69,0.0,2497263.487,2011-04-01
X,Export,SGP,Singapur,Sea,218.467,0.0,247545.542,2011-04-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,843.758,0.0,829297.131,2011-04-01
X,Export,AND,Andorra,Road,74.93308,0.0,65937.392,2011-04-01
X,Export,BIH,Bosnia-Herzegovina,Road,174.882,0.0,84090.148,2011-04-01
X,Export,BLR,Bielorusia,Road,234.533,0.0,171606.372,2011-04-01
X,Export,HRV,Croacia,Road,612.709,0.0,480495.94,2011-04-01
X,Export,GIB,Gibraltar,Road,8.404,0.0,9465.07,2011-04-01
X,Export,ISL,Islandia,Road,63.9,0.0,71617.878,2011-04-01
X,Export,KAZ,Kazajstán,Road,68.635,0.0,57075.217,2011-04-01
X,Export,MDA,Moldavia,Road,5.28,0.0,3736.434,2011-04-01
X,Export,MNE,Montenegro,Road,77.045,0.0,50219.701,2011-04-01
X,Export,NOR,Noruega,Road,3286.06,0.0,3001778.409,2011-04-01
X,Export,RUS,Rusia,Road,1594.53,0.0,1646449.249,2011-04-01
X,Export,SRB,Serbia,Road,244.892,0.0,195415.958,2011-04-01
X,Export,CHE,Suiza,Road,1562.15,0.0,1478421.128,2011-04-01
X,Export,UKR,Ucrania,Road,379.972,0.0,243340.652,2011-04-01
X,Export,DZA,Argelia,Sea,1403.95,0.0,1172059.251,2011-05-01
X,Export,AND,Andorra,Road,62.2846,0.0,58334.305,2011-05-01
X,Export,AUT,Austria,Road,859.668,0.0,739373.525,2011-05-01
X,Export,BHR,Bahrein,Sea,21.52,0.0,15438.125,2011-05-01
X,Export,BEL,Bélgica,Road,6674.501,0.0,8378018.873,2011-05-01
X,Export,BRA,Brasil,Sea,158.086,0.0,160737.168,2011-05-01
X,Export,BLR,Bielorusia,Road,74.208,0.0,50342.65,2011-05-01
X,Export,CAN,Canadá,Sea,44.92,0.0,49929.422,2011-05-01
X,Export,CRI,Costa Rica,Sea,67.209,0.0,67644.929,2011-05-01
X,Export,HRV,Croacia,Road,791.778,0.0,635050.394,2011-05-01
X,Export,CZE,República Checa,Road,2234.92,0.0,1660374.942,2011-05-01
X,Export,DNK,Dinamarca,Road,1170.612,0.0,959866.023,2011-05-01
X,Export,EST,Estonia,Road,109.311,0.0,79355.278,2011-05-01
X,Export,FIN,Finlandia,Road,3.98,0.0,3917.324,2011-05-01
X,Export,DEU,Alemania,Road,21296.76,0.0,16837940.286,2011-05-01
X,Export,GIB,Gibraltar,Road,9.015799999999999,0.0,10710.716,2011-05-01
X,Export,GRC,Gibraltar,Road,739.904,0.0,553945.557,2011-05-01
X,Export,HUN,Hungría,Road,1042.12,0.0,760404.068,2011-05-01
X,Export,ISL,Islandia,Road,43.2,0.0,43387.445,2011-05-01
X,Export,IRL,Irlanda,Road,431.371,0.0,331295.065,2011-05-01
X,Export,ITA,Italia,Road,20643.09,0.0,14947518.856,2011-05-01
X,Export,KAZ,Kazajstán,Road,9.128,0.0,7767.07,2011-05-01
X,Export,KWT,Kuwait,Sea,44.366,0.0,39856.648,2011-05-01
X,Export,LVA,Letonia,Road,122.728,0.0,108115.242,2011-05-01
X,Export,LBR,Liberia,Sea,0.255,0.0,213.738,2011-05-01
X,Export,LTU,Lituania,Road,240.726,0.0,212244.407,2011-05-01
X,Export,LUX,Luxemburgo,Road,67.2462,0.0,69185.8,2011-05-01
X,Export,MLT,Malta,Road,109.946,0.0,90968.981,2011-05-01
X,Export,MRT,Mauritania,Sea,4.01,0.0,3739.728,2011-05-01
X,Export,MDA,Moldavia,Road,27.2,0.0,19347.586,2011-05-01
X,Export,MNE,Montenegro,Road,100.946,0.0,71142.396,2011-05-01
X,Export,NOR,Noruega,Road,902.768,0.0,866773.338,2011-05-01
X,Export,POL,Polonia,Road,6453.459,0.0,4668703.229,2011-05-01
X,Export,QAT,Qatar,Sea,9.513,0.0,10515.257,2011-05-01
X,Export,ROU,Rumanía,Road,1021.06,0.0,663145.156,2011-05-01
X,Export,SAU,Arabia Saudí,Sea,493.745,0.0,468046.451,2011-05-01
X,Export,SGP,Singapur,Sea,23.392,0.0,18654.306,2011-05-01
X,Export,SVK,Eslovaquia,Road,596.817,0.0,511211.105,2011-05-01
X,Export,SVN,Eslovenia,Road,395.489,0.0,270590.319,2011-05-01
X,Export,SWE,Suecia,Road,3307.619,0.0,2611848.163,2011-05-01
X,Export,CHE,Suiza,Road,1618.09,0.0,1364323.066,2011-05-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,358.385,0.0,370109.654,2011-05-01
X,Export,UKR,Ucrania,Road,222.677,0.0,187175.101,2011-05-01
X,Export,BIH,Bosnia-Herzegovina,Road,202.348,0.0,95448.304,2011-05-01
X,Export,BGR,Bulgaria,Road,109.215,0.0,52161.106,2011-05-01
X,Export,CPV,Cabo Verde,Sea,12.48,0.0,8415.787,2011-05-01
X,Export,GNQ,Guinea Ecuatorial,Sea,1.843,0.0,1406.218,2011-05-01
X,Export,FRA,Francia,Road,28955.02,0.0,25806146.346,2011-05-01
X,Export,FRA,Francia,Railway,3.8901999999999997,0.0,4080.787,2011-05-01
X,Export,NLD,Países Bajos,Road,14127.851,0.0,12529128.738,2011-05-01
X,Export,NLD,Países Bajos,Railway,324.159,0.0,148829.725,2011-05-01
X,Export,PRT,Portugal,Road,4497.885,0.0,2052281.88,2011-05-01
X,Export,RUS,Rusia,Road,2082.73,0.0,2022108.796,2011-05-01
X,Export,RUS,Rusia,Sea,387.821,0.0,317167.344,2011-05-01
X,Export,SRB,Serbia,Road,306.607,0.0,259683.786,2011-05-01
X,Export,GBR,Reino Unido,Road,11204.93,0.0,9726973.974,2011-05-01
X,Export,GBR,Reino Unido,Railway,442.985,0.0,214946.409,2011-05-01
X,Export,GBR,Reino Unido,Sea,19.654,0.0,14663.536,2011-05-01
X,Export,DZA,Argelia,Sea,186.235,0.0,130394.502,2011-06-01
X,Export,AND,Andorra,Road,45.3382,0.0,41876.389,2011-06-01
X,Export,AUT,Austria,Road,755.657,0.0,643776.715,2011-06-01
X,Export,BEL,Bélgica,Road,4684.671,0.0,6011267.998,2011-06-01
X,Export,BRA,Brasil,Sea,23.286,0.0,21754.656,2011-06-01
X,Export,BLR,Bielorusia,Road,133.054,0.0,90143.021,2011-06-01
X,Export,CAN,Canadá,Sea,431.902,0.0,374469.642,2011-06-01
X,Export,HRV,Croacia,Road,431.728,0.0,365283.148,2011-06-01
X,Export,CZE,República Checa,Road,1513.686,0.0,1118623.001,2011-06-01
X,Export,DNK,Dinamarca,Road,326.888,0.0,276226.335,2011-06-01
X,Export,GNQ,Guinea Ecuatorial,Railway,0.525,0.0,608.814,2011-06-01
X,Export,EST,Estonia,Road,120.736,0.0,88752.594,2011-06-01
X,Export,DEU,Alemania,Road,14623.313,0.0,12272350.438,2011-06-01
X,Export,GIB,Gibraltar,Road,8.957799999999999,0.0,9892.484,2011-06-01
X,Export,GRC,Gibraltar,Road,133.3894,0.0,90577.74,2011-06-01
X,Export,HUN,Hungría,Road,532.285,0.0,390531.067,2011-06-01
X,Export,ISL,Islandia,Road,21.6,0.0,26934.336,2011-06-01
X,Export,ITA,Italia,Road,9061.88,0.0,6208454.546,2011-06-01
X,Export,KAZ,Kazajstán,Road,3.2,0.0,2762.496,2011-06-01
X,Export,LVA,Letonia,Road,40.71,0.0,21919.025,2011-06-01
X,Export,LBR,Liberia,Sea,5.781,0.0,7901.688,2011-06-01
X,Export,LTU,Lituania,Road,116.99,0.0,70042.324,2011-06-01
X,Export,LUX,Luxemburgo,Road,48.934,0.0,50610.294,2011-06-01
X,Export,MLT,Malta,Road,81.675,0.0,65594.173,2011-06-01
X,Export,MRT,Mauritania,Sea,4.237,0.0,3657.43,2011-06-01
X,Export,MDA,Moldavia,Road,27.4,0.0,17160.683,2011-06-01
X,Export,MNE,Montenegro,Road,100.273,0.0,63642.282,2011-06-01
X,Export,NOR,Noruega,Road,412.0,0.0,417453.015,2011-06-01
X,Export,POL,Polonia,Road,2790.376,0.0,1826298.393,2011-06-01
X,Export,ROU,Rumanía,Road,542.321,0.0,352003.557,2011-06-01
X,Export,RUS,Rusia,Road,490.242,0.0,520229.607,2011-06-01
X,Export,SAU,Arabia Saudí,Sea,177.527,0.0,147926.078,2011-06-01
X,Export,SVK,Eslovaquia,Road,153.283,0.0,148019.917,2011-06-01
X,Export,SVN,Eslovenia,Road,245.886,0.0,181485.34,2011-06-01
X,Export,SWE,Suecia,Road,1589.074,0.0,843583.85,2011-06-01
X,Export,CHE,Suiza,Road,1041.62,0.0,873097.796,2011-06-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,82.504,0.0,67404.197,2011-06-01
X,Export,UKR,Ucrania,Road,21.811,0.0,14278.68,2011-06-01
X,Export,BIH,Bosnia-Herzegovina,Road,126.939,0.0,56457.922,2011-06-01
X,Export,BGR,Bulgaria,Road,11.4016,0.0,6961.533,2011-06-01
X,Export,CPV,Cabo Verde,Sea,39.874,0.0,26343.119,2011-06-01
X,Export,GNQ,Guinea Ecuatorial,Sea,9.67,0.0,8590.471,2011-06-01
X,Export,FRA,Francia,Sea,0.546,0.0,895.308,2011-06-01
X,Export,FRA,Francia,Road,18330.599,0.0,18381414.162,2011-06-01
X,Export,HKG,Hong-Kong,Sea,21.6,0.0,21329.922,2011-06-01
X,Export,IRL,Irlanda,Road,128.949,0.0,103048.41,2011-06-01
X,Export,IRL,Irlanda,Railway,27.112,0.0,10359.849,2011-06-01
X,Export,NLD,Países Bajos,Road,10037.946,0.0,9198379.072,2011-06-01
X,Export,NLD,Países Bajos,Railway,302.536,0.0,153497.745,2011-06-01
X,Export,PRT,Portugal,Road,3041.349,0.0,1426835.414,2011-06-01
X,Export,SRB,Serbia,Road,403.743,0.0,343570.735,2011-06-01
X,Export,GBR,Reino Unido,Road,8916.49,0.0,7179962.506,2011-06-01
X,Export,GBR,Reino Unido,Railway,378.032,0.0,189498.463,2011-06-01
X,Export,GBR,Reino Unido,Sea,18.144,0.0,13574.215,2011-06-01
X,Export,DZA,Argelia,Sea,115.556,0.0,115888.533,2011-07-01
X,Export,AND,Andorra,Road,35.418,0.0,33159.754,2011-07-01
X,Export,AUT,Austria,Road,739.833,0.0,540509.306,2011-07-01
X,Export,BEL,Bélgica,Road,1543.11,0.0,1599071.933,2011-07-01
X,Export,BLR,Bielorusia,Road,39.6,0.0,23702.263,2011-07-01
X,Export,HRV,Croacia,Road,238.68,0.0,181605.31,2011-07-01
X,Export,CZE,República Checa,Road,658.283,0.0,508386.811,2011-07-01
X,Export,DNK,Dinamarca,Road,192.528,0.0,183810.666,2011-07-01
X,Export,EST,Estonia,Road,31.213,0.0,20385.2,2011-07-01
X,Export,FRA,Francia,Road,11204.058,0.0,10118183.322,2011-07-01
X,Export,DEU,Alemania,Road,6423.071,0.0,5555024.651,2011-07-01
X,Export,GIB,Gibraltar,Road,5.6037,0.0,6078.351,2011-07-01
X,Export,HUN,Hungría,Road,82.9879,0.0,83026.069,2011-07-01
X,Export,ITA,Italia,Road,4803.815,0.0,3840806.605,2011-07-01
X,Export,LVA,Letonia,Road,4.27,0.0,2677.122,2011-07-01
X,Export,LBR,Liberia,Sea,6.217,0.0,8416.854,2011-07-01
X,Export,LUX,Luxemburgo,Road,23.832,0.0,25555.435,2011-07-01
X,Export,MLT,Malta,Road,32.933,0.0,26459.618,2011-07-01
X,Export,MNE,Montenegro,Road,126.693,0.0,92802.598,2011-07-01
X,Export,POL,Polonia,Road,1001.76,0.0,763009.927,2011-07-01
X,Export,ROU,Rumanía,Road,147.118,0.0,124897.089,2011-07-01
X,Export,RUS,Rusia,Road,299.36683,0.0,329920.668,2011-07-01
X,Export,SVK,Eslovaquia,Road,98.9679,0.0,93535.042,2011-07-01
X,Export,SVN,Eslovenia,Road,320.748,0.0,259972.457,2011-07-01
X,Export,SWE,Suecia,Road,1098.618,0.0,528904.845,2011-07-01
X,Export,CHE,Suiza,Road,394.523,0.0,300856.039,2011-07-01
X,Export,X1 ,Bunkers,Sea,9.44,0.0,11812.141,2011-07-01
X,Export,BIH,Bosnia-Herzegovina,Road,46.655,0.0,20131.376,2011-07-01
X,Export,BGR,Bulgaria,Road,18.897,0.0,13648.168,2011-07-01
X,Export,CPV,Cabo Verde,Sea,6.266,0.0,4570.88,2011-07-01
X,Export,GNQ,Guinea Ecuatorial,Sea,1.2,0.0,1655.211,2011-07-01
X,Export,IRL,Irlanda,Road,374.934,0.0,287732.179,2011-07-01
X,Export,IRL,Irlanda,Railway,22.347,0.0,7643.21,2011-07-01
