Año,temp,dew,humidity,precip,solarradiation,solarenergy,hours_of_light,Provincias,Comunidad,Superficie Plantación,Producción Total
2012,17.380601092896175,12.018852459016392,73.66939890710383,441.1,77855.0,6722.2,4463.064722222222,Baleares,Baleares,1677,9268
2013,17.36027397260274,11.873972602739727,72.79260273972602,387.9,77096.8,6656.0,4453.638055555555,Baleares,Baleares,1677,9732
2014,18.023561643835617,12.668219178082191,73.54986301369863,290.6,76715.3,6622.9,4453.636388888889,Baleares,Baleares,1677,9980
2015,17.44630136986301,12.181369863013698,74.37945205479453,276.1,74290.1,6413.3,4453.635,Baleares,Baleares,1677,9450
2016,17.69945355191257,12.327322404371586,73.51803278688524,416.7,73849.7,6374.3,4463.061111111111,Baleares,Baleares,1677,9925
2017,17.93917808219178,13.115890410958905,75.84273972602739,536.067,75661.1,6529.1,4453.629722222222,Baleares,Baleares,1677,10422
2018,18.267397260273974,14.717534246575342,81.24191780821917,608.242,72733.8,6280.0,4453.626666666667,Baleares,Baleares,1677,9212
2019,18.23068493150685,11.912876712328767,68.52520547945205,863.862,75558.8,6526.8,4453.6241666666665,Baleares,Baleares,1677,8990
2020,18.74672131147541,12.859289617486338,70.47677595628416,759.758,74471.9,6428.4,4463.045277777778,Baleares,Baleares,1677,6153
2021,18.465205479452056,12.971232876712328,72.02958904109589,686.963,73033.7,6303.6,4453.618611111111,Baleares,Baleares,1677,6771
2022,18.99041095890411,13.34027397260274,72.36630136986301,398.936,74981.1,6476.5,4453.6225,Baleares,Baleares,1510,6190
2002,12.56958904109589,6.402191780821918,71.09205479452055,627.06,0.0,0.0,4455.419166666667,Avila,Castilla y León,0,16
2003,12.691506849315067,6.9180821917808215,73.23506849315068,629.064,0.0,0.0,4455.415555555555,Avila,Castilla y León,0,0
